Idx,numbers,categorys,times,dates
27651,12,12,1,6
27653,14,13,2,5
27654,12,12,1,6
27659,12,12,1,4
27661,10,10,2,31
27665,15,12,1,9
27667,12,12,1,4
27668,12,12,1,20
27669,12,12,1,8
27672,14,13,1,9
27675,12,12,1,8
27678,12,12,1,7
27680,12,12,1,163
27683,12,12,1,15
27688,13,13,1,29
27691,9,9,1,37
27692,12,12,1,13
27693,14,13,1,7
27698,12,12,1,6
27700,14,13,2,5
27702,13,13,2,5
27706,19,16,2,5
27708,12,12,1,6
27714,12,12,1,9
27715,15,13,1,6
2772,20,14,5,215
27720,16,15,2,7
27721,13,13,1,8
27723,10,10,2,8
27727,12,12,1,8
27728,12,12,1,10
27731,13,13,1,6
27740,12,12,1,13
27743,13,13,2,4
27746,12,12,1,10
27747,13,13,1,9
27749,99,13,4,7
27750,12,12,1,7
27752,15,15,2,1
27762,16,15,1,341
27772,19,14,4,8
27773,15,12,1,9
27776,12,12,1,12
27777,12,12,1,8
2778,33,17,4,0
27788,15,14,1,354
27789,13,13,2,9
27794,12,12,1,9
278,11,11,2,26
27804,13,13,2,14
27812,14,13,3,13
2782,11,11,1,5
27822,12,12,1,5
27823,12,12,1,12
27824,12,12,1,6
27825,16,14,1,8
27826,12,12,1,9
27828,12,12,1,5
27829,12,12,1,5
27838,12,12,1,12
2784,11,11,1,3
27841,12,12,1,12
27842,11,11,1,7
27848,11,11,1,20
27850,14,13,2,3
27853,12,12,1,8
27856,13,13,1,8
27857,17,15,2,9
27858,13,13,1,9
27866,15,14,2,14
27871,9,9,1,123
27872,12,12,1,8
27880,13,13,1,13
27881,12,12,1,14
27889,12,12,1,14
27890,9,9,1,70
27891,11,11,1,6
27894,12,12,1,5
27896,12,12,1,9
27898,12,12,1,6
2790,14,12,3,8
27901,12,12,1,8
27902,13,13,2,9
27904,12,12,1,8
27906,12,12,1,9
27907,12,12,1,12
27909,15,15,1,3
2791,13,11,2,3
27913,12,12,1,11
27915,12,12,1,5
27918,13,13,1,8
27923,12,12,1,3
27930,12,12,1,5
27937,12,12,1,6
27939,17,14,2,8
27940,12,12,1,6
27941,12,12,1,3
27942,12,12,1,5
27945,12,12,1,13
27949,14,13,2,3
2795,14,12,2,0
27951,12,12,1,5
27956,14,13,2,8
27958,14,13,2,15
27960,13,13,1,8
27963,13,13,1,9
27964,13,13,2,8
27965,21,15,1,2
27966,12,12,1,5
27968,12,12,1,6
27969,12,12,1,8
2797,12,11,1,3
27973,13,13,1,6
27974,13,13,2,8
27977,12,12,1,8
27980,13,13,1,5
27982,12,12,1,6
27984,25,13,1,5
27986,13,13,1,15
27987,12,12,1,8
27992,12,12,1,8
27995,13,13,2,4
27999,11,11,1,8
2800,15,14,1,3
28006,19,16,4,5
28008,12,12,1,9
28009,12,12,1,4
28011,12,12,1,14
28014,12,12,1,14
28016,13,13,1,6
28017,12,12,1,9
28021,26,13,1,22
28028,9,9,1,74
28029,12,12,1,5
28030,12,12,1,8
28037,13,13,2,13
28038,12,12,1,15
28039,12,12,1,8
28040,14,14,1,13
28042,11,11,1,12
28053,12,12,1,12
28054,14,14,2,8
28060,12,12,1,9
28064,12,12,1,14
28070,29,17,5,12
28072,9,9,1,76
28074,15,13,1,15
28076,13,13,1,8
28079,12,12,1,14
28086,12,12,1,9
2809,11,11,1,4
28091,14,13,2,8
281,23,16,3,60
2810,12,11,2,5
28107,22,17,3,9
28109,12,12,1,12
28110,12,12,1,13
28112,22,15,6,215
28113,12,12,1,13
28119,13,13,2,8
2812,11,11,1,3
28120,12,12,1,6
28121,12,12,1,7
28122,17,14,1,9
28129,12,12,1,5
28131,12,12,1,5
28135,12,12,1,6
28136,12,12,1,14
28144,12,12,1,5
28146,13,12,2,1
28148,12,12,1,18
28156,12,12,1,6
28157,14,13,1,29
2816,13,12,2,3
28160,12,12,1,7
28174,13,13,1,8
28176,14,13,2,4
28182,12,12,1,13
28189,16,14,3,4
28191,14,14,2,91
28194,12,12,1,8
28195,12,12,1,6
28197,12,12,1,13
2820,11,11,1,3
28204,12,12,1,5
28208,12,12,1,11
28209,13,13,2,9
28215,12,12,1,7
28217,12,12,1,31
28218,12,12,1,13
2822,14,14,1,6
28222,12,12,1,11
28224,10,10,2,4
28225,12,12,1,7
28227,12,12,1,7
28228,18,9,1,53
28231,12,12,1,7
28235,12,12,1,6
28236,12,12,1,6
28239,12,11,1,234
28246,14,13,1,13
28247,12,12,1,6
28249,12,12,1,11
2826,13,13,2,5
28260,15,15,1,12
28269,12,12,1,13
2827,11,11,1,33
28271,12,12,1,19
28275,15,14,2,8
28277,12,12,1,11
28281,12,12,1,22
28284,16,10,1,6
28286,17,15,2,13
28287,12,12,1,6
28297,17,14,1,2
28299,23,14,2,7
2830,15,12,2,7
28301,13,13,1,7
28302,16,13,2,7
28303,12,12,1,7
28307,12,12,1,6
28308,12,12,1,7
28314,11,10,1,34
28316,14,13,1,13
28320,12,12,1,7
28321,12,12,1,17
2833,26,12,2,4
28331,19,15,3,0
28333,13,13,1,13
28334,12,12,1,14
28335,12,12,1,13
28337,12,12,1,7
2834,11,11,1,6
28345,12,12,1,6
28360,11,11,2,2
28362,13,12,2,9
28369,13,13,1,8
28378,14,13,1,7
28379,12,12,1,12
28381,10,9,1,132
28383,16,15,2,1
28384,12,12,1,6
28387,14,14,2,6
28396,16,15,2,26
28398,14,14,2,13
284,12,11,2,0
28402,15,13,2,10
28404,16,13,3,1
28406,12,11,1,210
28412,34,21,4,18
28415,18,14,3,10
28417,18,15,1,7
28418,12,12,1,11
28420,12,12,1,10
28424,13,13,1,7
28433,12,12,1,11
28439,12,12,1,9
2844,13,10,3,13
28444,12,12,1,10
28449,12,12,1,10
28450,12,12,1,7
28451,12,12,1,38
28458,12,12,1,7
28459,12,12,1,5
28463,16,13,2,10
28464,16,15,2,4
28469,12,12,1,14
28470,12,12,1,6
28475,12,12,1,14
2848,13,12,1,4
28480,12,12,1,6
28482,14,12,2,1
28487,12,12,1,5
28491,25,13,2,6
28493,12,12,1,10
28498,16,13,2,6
28499,14,14,1,11
2850,11,11,1,4
28501,12,12,1,5
28504,13,13,1,6
28508,15,12,2,7
2851,16,12,3,4
28512,9,9,1,73
28513,12,12,1,14
28517,14,14,2,11
2852,17,12,3,2
28520,14,14,2,6
28524,12,12,1,8
28528,12,12,1,6
28532,12,12,1,5
28534,12,12,1,11
28538,12,12,1,11
28544,12,12,1,7
2855,18,13,3,4
28554,17,14,2,8
28557,11,11,1,31
28565,12,12,1,10
28567,12,12,1,8
28568,10,10,1,40
28569,12,12,1,11
28573,12,12,1,7
28575,13,13,2,309
28585,13,13,1,5
28591,12,12,1,5
28592,31,19,6,11
28594,15,13,3,2
28595,9,9,1,99
28596,12,12,1,7
28599,12,12,1,14
2860,14,12,1,3
28600,12,12,1,7
28605,9,9,1,66
28607,12,12,1,11
28609,13,13,1,4
28610,20,17,2,15
28612,17,15,2,7
28615,12,12,1,6
28618,12,12,1,10
28621,13,13,2,13
28624,12,12,1,7
28636,13,13,2,13
28638,12,12,1,12
28639,18,14,4,4
28640,13,13,1,19
28641,12,12,1,4
28646,24,15,3,309
28647,12,12,1,12
28649,13,13,1,11
2865,12,11,1,3
28654,12,12,1,12
28655,12,12,1,10
28656,14,13,1,5
28663,21,15,1,4
28665,12,12,1,12
28667,14,12,4,41
28672,17,14,1,6
28673,16,14,3,25
28675,33,15,3,3
28679,13,13,1,10
28681,12,12,1,6
28683,12,12,1,7
28686,13,12,2,10
28689,14,13,2,6
28694,12,12,1,11
28695,12,12,1,7
28698,12,12,1,10
28706,12,12,1,13
28707,14,13,2,0
28717,12,12,1,5
28719,12,12,1,9
28721,15,13,1,9
28723,14,13,1,5
28726,15,13,1,9
28728,13,13,1,6
2873,14,12,3,2
28730,12,12,1,11
28735,13,12,1,5
2874,13,12,2,2
28740,12,12,1,9
28743,15,13,3,30
28748,13,13,2,3
28752,30,18,2,12
28753,12,12,1,6
28754,12,12,1,3
28755,17,13,3,13
28757,20,17,2,1
28762,14,14,1,4
28767,13,13,1,4
28768,14,13,1,32
28770,12,12,1,12
28771,13,13,1,5
28773,23,16,3,13
28777,12,12,1,10
28778,14,13,1,5
28779,12,12,1,9
2878,11,11,1,5
28782,12,12,1,13
28783,16,15,4,33
28784,14,13,2,1
288,18,12,3,5
28801,12,12,1,4
28802,15,14,2,9
28812,16,15,1,311
28819,12,12,1,5
28821,12,12,1,5
28824,12,12,1,9
28828,15,14,1,13
28833,12,12,1,10
28834,16,13,2,39
28838,12,12,1,9
28843,14,13,1,3
28844,12,12,1,4
28847,19,15,1,12
28849,12,12,1,9
28850,19,14,1,12
28851,9,9,1,109
28854,12,12,1,5
28858,16,15,1,526
28860,18,15,2,3
28861,12,12,1,6
28862,12,12,1,11
28863,12,12,1,14
28866,21,17,4,2
28868,12,12,1,12
2887,15,14,2,0
28872,13,13,1,11
28874,30,23,3,404
28875,14,13,1,3
28878,12,12,1,9
28880,12,12,1,5
28883,12,12,1,6
28886,13,13,1,12
28887,13,13,1,10
28895,14,13,1,12
28898,12,12,1,7
2890,11,11,1,3
28903,13,13,1,9
28905,12,12,1,6
28907,12,12,1,9
28908,18,15,2,2
28909,14,13,2,8
28912,13,13,1,11
28916,12,12,1,9
28919,15,14,3,18
28922,13,12,1,4
28926,12,12,2,145
28928,12,12,1,13
2893,11,11,1,4
28934,12,12,1,5
28935,12,12,1,12
28937,14,13,1,5
2894,13,11,2,2
28942,12,12,1,12
28943,12,12,1,13
28945,12,12,1,10
28949,20,14,2,3
28952,12,12,1,4
28958,12,12,1,12
28962,12,12,1,12
28973,13,13,2,31
28974,16,15,1,321
28976,15,13,1,4
28981,13,13,1,13
28986,14,13,1,6
28987,22,18,3,4
28989,14,13,2,2
28990,23,14,5,164
28993,12,12,1,17
28994,20,17,2,1
28995,12,11,1,208
28998,15,13,1,9
28999,14,12,1,12
2900,11,11,1,5
29003,12,12,1,9
29005,12,12,1,10
29008,20,16,2,174
2901,18,13,3,2
29014,19,11,4,72
2902,11,11,1,3
29029,12,12,1,8
29032,12,12,1,3
29036,25,13,1,4
29037,34,15,3,14
29039,14,13,2,4
2904,11,11,1,26
29041,12,12,1,30
29042,13,13,1,4
29048,12,12,1,10
29051,12,12,1,10
29056,11,10,2,4
29057,13,13,1,9
2906,12,11,1,3
29060,27,19,3,4
29062,12,12,1,5
29066,17,13,3,9
29068,12,12,1,4
2907,15,15,4,5
29071,12,12,1,8
29082,12,12,1,8
29083,12,12,1,8
29093,12,12,1,9
29096,12,12,1,5
29098,12,12,1,10
291,15,14,2,7
29100,12,12,1,8
29103,14,13,1,12
29106,12,12,1,21
29115,12,12,1,2
29116,16,15,2,4
29117,12,12,1,4
29120,12,12,1,4
29122,14,13,1,10
29123,12,12,1,5
29124,13,13,1,21
29126,12,12,1,8
29128,25,13,1,4
29129,12,12,1,6
29142,19,17,4,0
29144,13,13,1,12
29145,13,13,1,28
2915,15,14,1,14
29150,13,13,1,8
29151,11,10,2,40
29152,15,15,2,8
29153,12,12,1,10
29154,12,12,1,4
29164,12,12,1,11
29165,12,12,1,8
29167,12,12,1,6
29168,12,12,1,10
2917,13,11,2,2
29170,12,12,1,8
29171,13,13,1,5
29172,12,12,1,8
29175,12,12,1,8
29180,9,9,1,82
29183,17,13,3,12
29189,12,12,1,28
29196,12,12,1,2
29198,13,13,1,5
29201,13,13,1,8
29202,12,12,1,8
29208,12,12,1,5
29209,34,22,2,5
29211,12,12,1,4
29212,12,12,1,11
29217,17,15,1,8
29218,12,12,1,5
29230,65,15,3,13
2924,13,12,2,9
29242,13,13,1,6
29248,12,12,1,9
29250,37,28,4,501
29252,12,12,1,8
29260,16,15,2,19
29267,12,12,1,4
29269,12,12,1,10
29271,12,12,1,9
29275,12,12,1,8
29279,13,13,1,33
29281,12,12,1,5
29283,13,13,2,6
29285,12,12,1,8
29286,12,12,1,4
29289,13,13,1,11
2929,13,11,2,3
29293,12,12,1,5
29297,12,12,1,15
29299,11,11,1,9
2930,6,2,4,3
29303,13,13,1,16
29304,12,12,1,8
29309,12,12,1,5
2931,13,11,2,4
29311,13,10,2,64
29315,12,12,1,5
29321,14,11,1,10
29324,12,12,1,11
29326,25,13,1,5
2933,13,11,2,4
29331,12,12,1,4
29334,12,12,1,7
29336,13,13,1,5
29337,13,13,2,3
29348,13,13,1,7
29350,12,12,1,4
29352,12,12,1,7
29356,11,11,1,190
29358,16,13,1,3
29361,12,12,1,4
29363,13,13,1,19
29366,12,12,1,4
2937,23,14,5,20
29374,12,12,1,4
29380,12,12,1,4
29384,13,12,2,9
29386,12,12,1,11
2939,11,11,1,4
29392,12,12,1,4
29393,14,13,2,2
29395,15,15,2,11
294,13,11,3,1
2940,13,11,3,2
29401,14,12,1,10
29409,12,12,1,7
29410,13,13,2,12
29414,12,12,1,4
29415,12,12,1,15
29421,15,15,2,4
29422,15,14,3,3
29426,13,13,1,11
29427,14,14,3,30
29428,25,13,1,4
2943,11,11,1,3
29431,15,13,1,4
29432,12,12,1,9
29437,12,12,1,17
29443,12,12,1,4
29450,13,13,1,7
29452,12,12,1,4
29453,12,12,1,10
29455,12,12,1,9
29456,14,13,1,4
29458,13,13,2,1
29462,12,12,1,11
29463,15,14,2,1
29467,12,12,1,11
29469,13,13,2,16
29475,22,13,5,15
29481,12,12,1,7
29483,12,12,1,7
29484,12,12,1,8
29486,14,13,2,4
29488,23,15,4,19
29489,16,14,2,6
29491,12,12,1,19
29492,12,12,1,7
29494,15,14,2,92
29501,12,12,1,21
29505,12,12,1,8
29506,10,9,1,140
2951,11,11,1,4
29510,12,12,1,9
29513,14,14,2,1
29518,16,16,3,0
29520,21,16,2,1
29522,16,15,2,189
29523,24,12,1,7
29525,12,12,1,22
29526,12,12,1,4
29530,12,12,1,9
29536,12,12,1,7
29537,24,12,1,10
29538,12,12,1,5
2954,21,11,1,3
29540,12,12,1,9
29553,12,12,1,10
29555,12,12,1,5
29560,12,12,1,10
29563,12,12,1,11
29566,12,12,1,4
29575,12,12,1,15
29581,13,13,2,25
29582,13,13,1,4
29583,13,13,2,3
2959,11,11,1,3
29591,17,15,1,7
29594,18,12,2,220
29596,15,15,1,4
29597,24,12,1,8
296,14,14,2,9
29601,14,14,2,9
29602,12,12,1,4
29604,12,12,1,10
29608,15,13,2,5
29609,12,12,1,10
2961,17,13,4,5
29613,13,13,2,1
29617,15,14,2,21
29619,12,12,1,8
29622,12,12,1,7
29633,11,11,1,15
29638,12,12,1,7
29639,12,12,1,8
29642,15,14,3,0
29645,14,12,1,8
29647,12,12,1,8
29649,12,12,1,8
29657,12,12,1,7
29659,13,13,1,33
2966,13,11,3,4
29660,10,9,2,143
29668,13,13,1,7
29672,12,12,1,6
29673,14,14,2,44
29674,20,14,3,2
29676,12,12,1,10
29677,15,13,1,6
29687,14,13,2,3
29689,12,12,1,7
29691,16,14,2,14
29695,12,12,1,6
2970,11,11,1,4
29703,12,12,1,10
29705,12,12,1,7
29706,15,15,1,6
29709,14,13,2,2
2971,13,11,3,4
29711,12,12,1,7
29718,13,13,1,3
29723,25,13,1,7
29727,9,9,1,105
29730,12,12,1,6
29732,12,12,1,10
29735,18,16,1,10
29736,12,12,1,6
2974,11,11,1,3
29743,12,12,1,6
29758,14,13,3,8
29765,12,12,1,9
29766,16,14,2,7
2977,12,11,1,8
29773,12,12,1,12
29774,37,22,5,7
29785,13,12,2,6
29788,12,12,1,10
29792,12,12,1,4
29796,13,13,1,8
298,16,14,2,2
29802,15,14,2,0
29803,12,12,1,6
29807,12,12,1,7
29808,13,13,1,10
29814,14,13,1,6
29815,13,12,1,6
29818,19,13,4,17
29819,12,12,1,6
29834,12,12,1,10
29836,13,13,1,8
2984,23,12,2,25
29845,12,12,1,6
29847,12,12,1,17
29848,12,12,1,3
2985,17,15,3,3
29851,12,12,1,6
29854,13,13,2,7
29859,12,12,1,10
2986,11,11,1,3
29862,13,13,1,9
29863,12,12,1,14
29866,12,12,1,5
29867,13,13,1,6
29875,17,14,3,25
29885,12,12,1,4
29889,27,13,2,33
29896,16,15,1,8
29897,13,13,1,9
29898,12,12,1,7
29899,13,13,2,20
29905,13,12,1,6
29908,12,12,1,9
29909,14,13,2,6
29914,13,13,1,9
29915,13,13,2,10
29921,17,15,2,7
29922,12,12,1,6
29923,13,12,1,7
29927,12,12,1,6
29928,12,12,1,8
2993,13,11,3,3
29931,12,12,1,4
29932,12,12,1,10
29934,14,14,2,2
29936,13,12,1,6
29937,12,12,1,6
29942,14,14,1,14
29944,12,12,1,16
29947,16,15,2,5
29953,12,12,1,5
29957,12,12,1,5
29958,12,12,1,6
29961,14,13,2,3
29962,12,12,1,14
29964,14,13,2,9
29970,12,12,1,23
29971,13,12,2,6
29975,13,13,1,8
29978,12,12,1,7
2998,12,11,2,4
29981,12,12,1,5
29989,12,12,1,7
29990,12,12,1,7
29991,12,12,1,4
30012,14,14,3,8
30013,23,15,3,5
30019,12,12,1,5
30020,14,14,2,3
30021,12,12,1,6
30022,22,17,2,12
30023,14,14,2,6
30024,42,28,4,348
30027,12,12,1,15
30030,12,12,1,9
3004,17,14,3,4
30046,12,12,1,13
30048,13,13,1,8
30050,13,13,2,5
30054,18,14,2,3
30057,12,12,1,7
30059,12,12,1,6
3006,14,12,2,4
30060,14,14,2,6
30062,15,13,1,7
30063,12,12,1,6
30069,12,12,1,6
30071,12,12,1,5
30072,16,13,2,64
30079,12,12,1,5
30082,12,12,1,13
30086,12,12,1,8
30088,9,9,1,86
3009,26,19,5,330
30093,25,13,1,7
301,15,11,3,1
30102,12,12,1,14
30104,15,14,1,10
30106,12,12,1,10
30107,13,13,2,6
30108,12,12,1,5
30109,12,12,1,6
30110,19,16,2,7
30114,12,12,1,5
30115,12,12,1,4
30116,12,12,1,10
30117,17,16,2,6
3012,17,13,2,4
30121,16,15,2,6
30122,12,12,1,5
30124,12,12,1,7
30126,12,12,1,8
30132,15,12,1,6
30133,12,12,1,5
30136,12,12,1,50
30138,20,17,2,6
30141,12,12,1,7
30144,13,13,1,6
30146,14,13,2,9
3015,33,12,2,8
30150,12,12,1,9
30153,12,12,1,14
30155,12,12,1,8
30162,12,12,1,7
30164,12,12,1,13
30165,13,13,1,5
30167,25,18,3,35
30168,12,12,1,7
30169,12,12,1,8
30171,14,13,1,13
30172,12,12,1,5
30173,20,17,4,8
30174,22,16,3,7
30175,16,11,4,86
30178,25,13,1,13
30180,12,12,1,8
30183,12,12,1,7
30184,13,13,1,7
30187,14,13,2,13
30188,12,12,1,8
30193,19,17,3,10
30195,12,12,1,15
30198,12,10,3,7
302,21,17,2,2
30203,12,12,1,6
30207,13,13,1,9
30209,22,18,3,7
30210,12,12,1,9
30216,15,14,3,9
30218,15,13,3,20
3022,23,18,3,283
30222,12,12,1,12
30223,28,19,3,6
30225,12,12,1,15
30231,11,11,1,6
30232,13,13,2,6
30234,24,12,1,7
30237,11,11,1,168
30238,13,13,2,5
3024,12,12,2,9
30246,12,12,1,14
30249,11,11,1,5
30251,13,13,1,20
30252,12,12,1,13
30253,13,13,1,4
30257,12,12,1,5
30258,12,12,1,6
30261,13,13,1,12
30262,12,12,1,6
30263,14,13,1,6
30264,9,9,1,71
30271,15,9,1,5
30274,12,12,1,7
30276,12,12,1,5
30278,12,12,1,5
30280,12,12,1,7
30281,15,15,1,3
30282,12,12,1,6
30283,12,12,1,6
30284,25,13,1,4
30286,23,21,3,382
30287,13,13,2,1
30289,12,12,1,20
30291,12,12,1,8
30292,12,12,1,23
3030,12,11,2,4
30303,12,12,1,8
30309,12,12,1,32
3031,12,11,2,4
30310,17,13,1,7
30315,12,12,1,8
30319,12,12,1,6
30326,12,12,1,8
30331,12,12,1,27
30334,9,9,1,95
30335,9,9,1,63
30339,13,12,1,9
3034,13,11,2,3
30340,14,14,2,0
30345,12,12,1,14
30354,12,12,1,16
30358,12,12,1,8
3036,12,12,2,2
30360,25,13,1,5
30363,12,12,1,7
30365,12,12,1,13
30367,14,13,1,5
30369,12,12,1,12
30371,14,13,1,5
30373,17,15,2,1
30375,12,12,1,5
30376,13,13,2,0
30377,12,12,1,12
30378,23,17,2,479
30380,15,15,1,6
30386,12,12,1,6
30394,13,12,2,12
30399,12,12,1,14
30401,21,16,3,9
30404,14,13,1,6
30409,15,14,3,3
3041,12,11,1,4
30412,15,13,2,5
30414,25,13,1,5
30419,12,12,1,5
3042,23,15,4,2
30422,12,12,1,14
30425,13,13,1,13
30426,13,13,1,4
30428,12,12,1,6
30432,13,13,1,12
30434,13,13,1,5
30435,12,12,1,7
30440,16,14,1,4
30442,15,15,2,4
30443,29,16,4,444
30444,12,12,1,4
30445,13,13,1,4
30447,12,12,1,12
30452,12,12,1,5
30453,12,12,1,6
30457,13,13,1,13
30464,13,13,1,7
30467,11,11,1,7
30468,12,12,1,5
30471,12,12,1,21
30472,12,12,1,5
30475,12,12,1,4
30476,25,13,1,6
30478,12,12,1,8
30480,14,13,2,1
30481,12,12,1,7
30483,13,13,1,5
30484,12,12,1,12
30488,25,13,1,7
3049,16,13,4,3
30490,12,12,1,12
30491,12,12,1,7
30494,13,13,1,12
30496,12,12,1,7
305,22,11,2,1
30501,12,12,1,12
30506,12,12,1,4
30509,14,14,2,3
3051,12,11,1,7
30510,13,13,1,6
30516,24,19,3,374
30518,18,15,2,3
30519,9,9,1,70
30520,12,12,1,8
30523,12,12,1,6
30525,24,12,1,7
30529,16,15,2,8
30530,10,10,2,79
30531,12,12,1,8
30532,12,12,1,5
30533,27,13,1,7
30540,12,12,1,8
30544,12,12,1,15
30545,13,13,1,6
30546,12,12,1,6
30547,15,13,1,6
30548,12,12,1,7
30550,23,19,4,16
30552,39,22,5,24
30558,9,9,1,47
30559,12,12,1,12
3056,11,11,1,3
30563,14,13,2,71
30572,19,14,1,4
30575,12,12,1,14
30577,12,12,1,12
30584,15,14,3,14
30585,13,13,1,8
30590,12,12,1,9
30593,16,13,5,2
30596,28,17,3,52
306,6,5,2,2
3060,11,11,1,2
30609,15,13,2,13
3061,12,11,1,2
30612,15,13,3,4
30613,13,10,1,17
30617,19,16,3,15
30620,16,15,2,17
30629,32,21,5,23
30632,15,14,2,4
30633,13,13,2,6
30637,12,12,1,6
30641,11,11,1,5
30643,14,11,2,246
30644,12,12,1,6
30645,26,16,4,182
30646,12,12,1,6
30651,24,12,1,7
30654,11,11,1,4
30657,12,12,1,5
30658,12,12,1,12
30665,12,12,1,6
3067,21,11,1,12
30673,12,12,1,3
30677,15,13,2,6
30699,14,13,1,7
30703,13,13,1,7
30704,12,12,1,11
30709,12,12,1,6
3071,15,12,3,7
30712,27,13,2,1
30715,13,13,1,4
30721,14,13,2,5
30724,12,12,1,8
30727,14,14,2,0
30728,15,15,1,32
30732,13,13,1,4
30738,14,14,1,6
30742,13,13,1,4
30748,12,12,1,13
3075,23,14,4,2
30750,13,13,1,7
30758,13,13,1,7
30759,17,17,2,4
3076,17,13,1,2
30769,12,12,1,12
30775,12,12,1,4
30777,12,12,1,39
30778,13,13,1,5
3078,11,11,1,4
30787,12,12,1,7
30788,12,12,1,7
3079,11,11,1,2
30790,12,12,1,6
30791,13,13,1,4
30794,12,12,1,7
30795,12,12,1,13
30796,12,12,1,4
30797,12,12,1,3
30799,23,18,3,2
30803,12,12,1,4
30804,12,12,1,7
30807,12,12,1,4
30809,14,14,2,5
30813,12,12,1,11
30816,22,19,2,2
30817,16,13,2,4
30818,13,13,1,13
3082,12,11,2,7
30829,11,11,1,200
30831,19,16,2,6
30836,12,12,1,4
30845,23,10,1,6
30850,12,12,1,10
30858,12,12,1,12
30859,14,13,2,1
3086,12,12,2,3
30867,12,12,1,5
3087,11,11,1,9
30871,12,12,1,7
30872,13,13,1,10
30873,12,12,1,14
30874,16,15,2,4
30875,14,14,2,15
30876,12,12,1,12
30882,11,11,1,13
30886,14,13,1,3
30899,12,12,1,4
309,21,17,2,5
3090,19,15,3,384
30902,13,13,2,2
30903,13,13,1,9
30905,12,12,1,10
30907,12,12,1,10
30911,14,13,1,12
30913,12,12,1,5
30915,12,12,1,13
30918,12,12,1,11
30921,26,18,2,2
30926,12,12,1,6
30927,13,13,2,7
30929,12,12,1,6
3093,12,11,1,2
30932,17,13,1,4
30934,24,12,1,7
30936,12,12,1,6
3094,11,11,1,3
30943,18,13,2,22
30946,13,13,1,10
30949,16,15,3,289
30954,16,16,2,21
30957,12,12,1,11
3096,11,11,1,2
30964,13,13,2,0
30965,13,13,1,6
30966,12,12,1,7
30967,12,12,1,3
30971,12,12,1,4
30973,12,12,1,3
30974,13,13,1,11
30978,12,12,1,11
30979,14,13,2,2
3098,35,19,7,43
30981,12,12,1,4
30991,15,14,3,1
30992,19,13,3,1
30996,14,12,1,3
3100,11,11,1,1
31003,10,10,2,77
31007,11,11,1,4
31010,13,13,1,11
31017,12,12,1,4
31023,12,12,1,7
31025,12,12,1,10
31033,13,13,1,11
31037,15,13,2,5
31038,12,12,1,5
31039,12,12,1,6
3105,13,12,2,26
31052,12,12,1,21
31053,12,12,1,11
31055,12,12,1,4
31056,12,12,1,6
3106,12,11,2,2
31067,12,12,1,11
31070,12,12,1,4
31073,12,12,1,10
31074,13,13,1,13
31078,12,12,1,10
31079,12,12,1,3
31085,13,13,1,4
31086,12,12,1,6
31094,6,6,2,244
3110,13,11,3,2
31102,12,12,1,11
31104,18,15,3,7
31105,17,15,2,0
31107,12,12,1,3
31108,12,12,1,10
31118,19,15,3,2
31121,12,12,1,10
31124,13,13,1,9
31128,12,12,1,2
31129,12,12,1,3
3113,11,11,1,3
31131,13,12,1,2
31144,13,13,2,4
31153,12,12,1,2
31156,14,14,2,10
31158,12,12,1,6
31159,13,13,1,3
3116,12,11,2,2
31166,12,12,1,6
31169,22,18,2,15
3117,13,12,2,9
31173,13,13,2,2
3118,12,11,2,3
31180,12,12,1,3
31181,12,12,1,4
31182,12,12,1,3
31190,12,12,1,9
31191,12,12,1,10
312,25,16,6,0
31200,15,13,2,10
31204,12,12,1,8
31208,12,12,1,34
31212,14,13,1,10
31213,12,12,1,10
31216,15,15,1,3
31224,12,12,1,34
31228,12,12,1,3
31234,12,12,1,5
31235,12,12,1,5
31240,12,12,1,11
31241,13,13,2,16
31242,14,13,2,1
31243,12,12,1,15
31249,12,12,1,2
31259,14,13,2,3
31262,16,14,2,11
31263,18,16,1,2
31264,12,12,1,9
31265,16,15,3,12
31266,12,12,1,15
31267,16,15,3,2
3127,11,11,2,23
31271,12,12,1,6
31272,12,12,1,5
31275,12,12,1,3
31278,12,12,1,12
31284,12,12,1,5
31286,16,14,2,3
31287,13,13,1,5
31292,12,12,1,3
31295,12,12,1,6
31296,12,12,1,2
31300,14,13,2,5
31302,13,13,2,2
31309,12,12,1,3
3131,14,11,3,3
31312,12,12,1,5
31313,14,13,2,5
31314,14,14,1,3
31316,12,12,1,6
31317,12,12,1,5
3132,14,13,1,1
31320,12,12,1,4
31328,12,12,1,3
31329,12,12,1,4
3133,13,13,1,3
31330,12,12,1,4
31331,31,22,7,4
31343,13,13,1,12
31346,21,16,3,6
31347,12,12,1,3
31349,12,12,1,9
31352,12,12,1,6
31354,12,12,1,6
31356,12,12,1,5
31359,15,14,2,11
31360,13,13,2,9
31362,12,12,1,18
31364,12,12,1,10
31365,12,12,1,10
3137,14,12,2,42
31370,12,12,1,4
31371,9,9,1,148
31374,12,12,1,6
31376,14,13,2,4
31387,14,13,2,8
31391,12,12,1,10
314,15,11,1,9
31400,12,12,1,4
31401,12,12,1,4
31403,13,12,2,0
31406,12,12,1,2
31407,13,13,1,3
31409,12,12,1,10
31411,19,16,3,9
31414,12,12,1,22
31415,12,12,1,4
31417,12,12,1,5
31418,12,12,1,5
31419,14,14,2,9
31422,13,13,2,4
31428,12,12,1,2
31429,14,13,2,4
